,Unnamed: 0,City,Common_Names,Country,County,Family_x,GBReference_title,GenBank,Genus_x,Latitude,Location,Longitude,Order_x,ScientificName_x,State,Test,Virus,Virus_Confirmed,Confirmation,Virus_Family,Year,accession,referenceID,Host,MatchHost,MatchRatio,Species ID,Kingdom,Phylum,Class,Order_y,Family_y,Genus_y,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned,ScientificName_y
2589,3523,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,7-Aug-08,KX547476,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2590,3527,,,"USA: Livingston Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,31-Aug-06,KX547472,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2591,3541,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,22-Sep-03,KX547458,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2592,3572,,,"USA: Chautauqua Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,22-Jun-04,KX547427,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2593,3574,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,9-Sep-09,KX547425,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2594,3577,,,"USA: Queens Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,3-Oct-03,KX547422,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2595,3579,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,28-Jul-06,KX547420,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2596,3592,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,27-Aug-09,KX547407,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2597,3609,,,"USA: Genesee Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10788', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,29-Aug-04,KX547390,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2598,3614,,,"USA: Richmond Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,27-Jul-06,KX547385,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2599,3617,,,"USA: Richmond Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,24-Aug-07,KX547382,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2600,3618,,,"USA: Putnam Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,3-Oct-03,KX547381,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2601,3634,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,30-Jul-08,KX547365,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2602,3644,,,"USA: Albany Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,13-Sep-05,KX547355,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2603,3660,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,11-Sep-07,KX547339,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2604,3668,,,"USA: Oswego Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,26-Sep-02,KX547331,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2605,3670,,,"USA: Richmond Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,24-Aug-07,KX547329,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2606,3679,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,17-Sep-02,KX547320,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2607,3681,,,"USA: Niagara Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,19-Aug-06,KX547318,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2608,3691,,,"USA: Bronx Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,30-Sep-04,KX547308,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2609,3692,,,"USA: Bronx Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,15-Aug-05,KX547307,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2610,3717,,,"USA: Orleans Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10786', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,7-Sep-04,KX547282,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2611,3724,,,"USA: Jefferson Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,3-Sep-04,KX547275,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2612,3728,,,"USA: Seneca Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,12-Aug-06,KX547271,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2613,3732,,,"USA: Dutchess Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,29-Sep-03,KX547267,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
2614,3734,,,"USA: Suffolk Co., NY",,CORVIDAE,"{u'GBReference_position': '1..10787', u'GBReference_reference': '1', u'GBReference_journal': 'Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA', u'GBReference_title': 'Direct Submission', u'GBReference_authors': ['Shabman,R.', 'Das,S.R.', 'Halpin,R.A.', 'Shilts,M.', 'Fedorova,N.', 'Puri,V.', 'Amedeo,P.', 'Shrivastava,S.', 'Maffei,J.', 'Dupuis,A.', 'Jones,S.', 'Backenson,B.', 'Zink,S.', 'Ciota,A.', 'Kramer,L.']}",1.0,,,,,PASSERIFORMES,Cyanocitta cristata,,nucleotide,West Nile virus,1,1,Flaviviridae,31-Aug-09,KX547265,GenBank,Cyanocitta cristata,Cyanocitta cristata,100,22705611.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,"(Linnaeus, 1758)",,,,,,Blue Jay,,,LC,,3.1,2012.0,stable,N,Cyanocitta cristata
